roof_id,imageURL,photos_folder,annotation,annotation_time
2,696d9474-17da-f9ff-c854-4a4ee9707153.png,small_photos,0,2022_05_31-20_24_35
65,b8126876-4511-f5a3-fc2e-df219213fce3.png,small_photos,1,2022_05_31-20_28_21
91,b592f575-c1d9-1e4c-4157-c9af24479231.png,small_photos,0,2022_05_31-19_56_33
133,9bfcb9b7-e606-e5a7-ad20-0d77f3c2e0e0.png,small_photos,1,2022_05_31-20_09_18
250,8a185d91-7b32-ba97-9dac-5146c6093ca0.png,small_photos,0,2022_05_31-20_06_18
252,dc92ff8f-ddc8-c9b6-9b30-f91b05e3cbb8.png,small_photos,1,2022_05_31-20_13_13
253,dc92ff8f-ddc8-c9b6-9b30-f91b05e3cbb8.png,small_photos,1,2022_05_31-20_31_00
303,cf24d3af-0476-1812-cb70-45e615d5cb77.png,small_photos,0,2022_05_31-20_15_23
355,21141db9-980b-9e06-8142-56e8164acedc.png,small_photos,1,2022_05_31-20_21_20
411,a87daf71-2335-ce7e-b667-01d138db1806.png,small_photos,1,2022_05_31-20_24_47
421,75da75a6-5bf9-e070-527c-6a59b6f929ec.png,small_photos,0,2022_05_31-20_05_46
446,773afebb-37b3-48d0-2999-06dfd27b4991.png,small_photos,0,2022_05_31-20_20_17
496,d657af1e-4080-418e-60c8-fbcb6ab0ce6f.png,small_photos,0,2022_05_31-20_09_54
499,b7a77137-6f9f-bfe2-ba17-ac34749f7e1d.png,small_photos,0,2022_05_31-20_22_37
502,beead957-0bd9-6c72-c434-3c0b9d3677a3.png,small_photos,0,2022_05_31-20_24_56
608,f7394557-9acc-81a5-33cb-0ad642c2f3e2.png,small_photos,1,2022_05_31-20_11_34
820,23fd8ad2-54c0-0831-e91c-b767bb54f85c.png,small_photos,0,2022_05_31-20_20_54
853,1c8e2b3c-8b3e-a333-97e2-a5695ccc322f.png,small_photos,0,2022_05_31-20_32_01
928,8e65b8ec-2f2e-7b07-ae17-0819366b56f0.png,small_photos,0,2022_05_31-20_25_56
1038,b06892a0-eeaf-842d-6c06-fa329489aeff.png,small_photos,0,2022_05_31-19_58_13
1090,3a8e288a-e7c4-3667-2e14-dee7c7039589.png,small_photos,0,2022_05_31-20_13_17
1127,5a0f3494-cd51-8102-0158-8da46f2876f4.png,small_photos,1,2022_05_31-20_13_21
1144,3ed700e6-aced-b6fd-e508-ca4f927af4c9.png,small_photos,1,2022_05_31-20_04_46
1183,c94a600e-c8f8-8dbc-021e-8f42f4eaa1be.png,small_photos,0,2022_05_31-20_31_46
1193,c6704b64-bb7d-f60b-8a79-04450cac9750.png,small_photos,0,2022_05_31-20_13_42
1195,6ee727e2-5a69-3c40-e87c-2ab585c19ba7.png,small_photos,0,2022_05_31-20_09_47
1210,228844d3-be27-012f-9653-f7d79547dae5.png,small_photos,0,2022_05_31-20_15_11
1213,b6961490-ff29-7d23-139c-2a2ce71b0928.png,small_photos,0,2022_05_31-20_26_06
1532,fb7a013c-1c48-1d8b-76be-f0c4ae361419.png,small_photos,0,2022_05_31-20_18_12
1668,1708c934-0bd1-b01c-8d0d-646c8c21d5e9.png,small_photos,0,2022_05_31-20_23_37
1706,1e4360aa-d64c-90be-2fd8-c7594176aa00.png,small_photos,1,2022_05_31-20_24_42
1727,c666e108-fbf3-e18a-0c73-28afcd52c67a.png,small_photos,0,2022_05_31-20_26_20
1851,62c7c424-0783-2989-77a8-54a2f986d84b.png,small_photos,1,2022_05_31-20_07_04
1929,a7c238a4-c671-200b-c242-0ab05ce2c2d2.png,small_photos,0,2022_05_31-20_20_00
1937,b7e789a5-de07-940b-06b3-050889decf5d.png,small_photos,0,2022_05_31-20_31_11
1951,0e48a15a-a8dc-4270-8941-feb8806a1bc1.png,small_photos,1,2022_05_31-20_03_08
1993,dd7ca335-34fb-3e8b-06a9-9a0358b0b20b.png,small_photos,0,2022_05_31-20_27_39
2019,14ccf3c4-809b-3972-1c7c-f83c3aa2619d.png,small_photos,0,2022_05_31-20_27_01
2064,fa1e2480-b580-e24e-e1a6-97ecddb984a5.png,small_photos,0,2022_05_31-20_22_23
